sra_accession,site_name,sequencing_lab,date,n_reads_virus_10239_total,n_reads_virus_annotated,n_reads_virus_not_annotated,n_reads_virus_vertebrate_7742_status_0,n_reads_virus_vertebrate_7742_status_1,n_reads_virus_vertebrate_7742_status_2,n_reads_virus_vertebrate_7742_status_3,n_reads_virus_invertebrate_33208m7742_status_0,n_reads_virus_invertebrate_33208m7742_status_1,n_reads_virus_invertebrate_33208m7742_status_2,n_reads_virus_invertebrate_33208m7742_status_3,n_reads_virus_plant_33090_status_0,n_reads_virus_plant_33090_status_1,n_reads_virus_plant_33090_status_2,n_reads_virus_plant_33090_status_3,n_reads_virus_fungi_4751_status_0,n_reads_virus_fungi_4751_status_1,n_reads_virus_fungi_4751_status_2,n_reads_virus_fungi_4751_status_3,n_reads_virus_bacteria_2_status_0,n_reads_virus_bacteria_2_status_1,n_reads_virus_bacteria_2_status_2,n_reads_virus_bacteria_2_status_3,n_reads_virus_archaea_2157_status_0,n_reads_virus_archaea_2157_status_1,n_reads_virus_archaea_2157_status_2,n_reads_virus_archaea_2157_status_3,n_reads_virus_other_eukaryote_2759mMFP_status_0,n_reads_virus_other_eukaryote_2759mMFP_status_1,n_reads_virus_other_eukaryote_2759mMFP_status_2,n_reads_virus_other_eukaryote_2759mMFP_status_3,n_reads_virus_virus_10239_status_0,n_reads_virus_virus_10239_status_1,n_reads_virus_virus_10239_status_2,n_reads_virus_virus_10239_status_3,n_reads_virus_metagenome_408169_status_0,n_reads_virus_metagenome_408169_status_1,n_reads_virus_metagenome_408169_status_2,n_reads_virus_metagenome_408169_status_3,n_reads_virus_unclassified_2787823m408169_status_0,n_reads_virus_unclassified_2787823m408169_status_1,n_reads_virus_unclassified_2787823m408169_status_2,n_reads_virus_unclassified_2787823m408169_status_3,n_reads_virus_other_entries_2787854_status_0,n_reads_virus_other_entries_2787854_status_1,n_reads_virus_other_entries_2787854_status_2,n_reads_virus_other_entries_2787854_status_3,n_reads_virus_host_root_1_status_0,n_reads_virus_host_root_1_status_1,n_reads_virus_host_root_1_status_2,n_reads_virus_host_root_1_status_3,n_reads_virus_unknown,n_reads_virus_vertebrate_7742_exclusive,n_reads_virus_invertebrate_33208m7742_exclusive,n_reads_virus_plant_33090_exclusive,n_reads_virus_fungi_4751_exclusive,n_reads_virus_bacteria_2_exclusive,n_reads_virus_archaea_2157_exclusive,n_reads_virus_other_eukaryote_2759mMFP_exclusive,n_reads_virus_virus_10239_exclusive,n_reads_virus_metagenome_408169_exclusive,n_reads_virus_unclassified_2787823m408169_exclusive,n_reads_virus_other_entries_2787854_exclusive,n_reads_virus_host_root_1_exclusive,n_reads_virus_unknown_exclusive,fraction_virus_annotated,fraction_virus_not_annotated,fraction_virus_vertebrate_7742_status_0,fraction_virus_vertebrate_7742_status_1,fraction_virus_vertebrate_7742_status_2,fraction_virus_vertebrate_7742_status_3,fraction_virus_invertebrate_33208m7742_status_0,fraction_virus_invertebrate_33208m7742_status_1,fraction_virus_invertebrate_33208m7742_status_2,fraction_virus_invertebrate_33208m7742_status_3,fraction_virus_plant_33090_status_0,fraction_virus_plant_33090_status_1,fraction_virus_plant_33090_status_2,fraction_virus_plant_33090_status_3,fraction_virus_fungi_4751_status_0,fraction_virus_fungi_4751_status_1,fraction_virus_fungi_4751_status_2,fraction_virus_fungi_4751_status_3,fraction_virus_bacteria_2_status_0,fraction_virus_bacteria_2_status_1,fraction_virus_bacteria_2_status_2,fraction_virus_bacteria_2_status_3,fraction_virus_archaea_2157_status_0,fraction_virus_archaea_2157_status_1,fraction_virus_archaea_2157_status_2,fraction_virus_archaea_2157_status_3,fraction_virus_other_eukaryote_2759mMFP_status_0,fraction_virus_other_eukaryote_2759mMFP_status_1,fraction_virus_other_eukaryote_2759mMFP_status_2,fraction_virus_other_eukaryote_2759mMFP_status_3,fraction_virus_virus_10239_status_0,fraction_virus_virus_10239_status_1,fraction_virus_virus_10239_status_2,fraction_virus_virus_10239_status_3,fraction_virus_metagenome_408169_status_0,fraction_virus_metagenome_408169_status_1,fraction_virus_metagenome_408169_status_2,fraction_virus_metagenome_408169_status_3,fraction_virus_unclassified_2787823m408169_status_0,fraction_virus_unclassified_2787823m408169_status_1,fraction_virus_unclassified_2787823m408169_status_2,fraction_virus_unclassified_2787823m408169_status_3,fraction_virus_other_entries_2787854_status_0,fraction_virus_other_entries_2787854_status_1,fraction_virus_other_entries_2787854_status_2,fraction_virus_other_entries_2787854_status_3,fraction_virus_host_root_1_status_0,fraction_virus_host_root_1_status_1,fraction_virus_host_root_1_status_2,fraction_virus_host_root_1_status_3,fraction_virus_unknown,fraction_virus_vertebrate_7742_exclusive,fraction_virus_invertebrate_33208m7742_exclusive,fraction_virus_plant_33090_exclusive,fraction_virus_fungi_4751_exclusive,fraction_virus_bacteria_2_exclusive,fraction_virus_archaea_2157_exclusive,fraction_virus_other_eukaryote_2759mMFP_exclusive,fraction_virus_virus_10239_exclusive,fraction_virus_metagenome_408169_exclusive,fraction_virus_unclassified_2787823m408169_exclusive,fraction_virus_other_entries_2787854_exclusive,fraction_virus_host_root_1_exclusive,fraction_virus_unknown_exclusive
SAMN53134959,"Chicago (CHI-A), IL",MU,2025-05-25,215209,215209,0,212839,1955,409,6,214637,157,394,21,132309,82485,379,36,214780,14,415,0,212968,1820,346,75,214790,4,415,0,214776,18,413,2,214784,10,415,0,179119,35644,446,0,215209,0,0,0,215209,0,0,0,84741,130047,374,47,1,1961,178,82521,14,1895,4,20,0,35644,0,0,92737,235,1.0,0.0,0.9889874494096436,0.0090841925755893,0.0019004781398547,2.787987491229456e-05,0.9973421185916946,0.0007295233935383,0.001830778452574,9.757956219303096e-05,0.6147930616284635,0.3832785803567695,0.0017610787652932,0.0001672792494737,0.9980065889437708,6.505304146202064e-05,0.001928358014767,0.0,0.989586866720258,0.0084568953900626,0.0016077394532756,0.0003484984364036,0.998053055401958,1.858658327486304e-05,0.001928358014767,0.0,0.997988002360496,8.363962473688368e-05,0.0019190647231296,9.29329163743152e-06,0.9980251755270458,4.64664581871576e-05,0.001928358014767,0.0,0.8323025524025482,0.1656250435623045,0.0020724040351472,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3937614133237922,0.6042823487865284,0.0017378455361996,0.0002183923534796,4.64664581871576e-06,0.0091120724505016,0.0008271029557314,0.3834458596062432,6.505304146202064e-05,0.0088053938264663,1.858658327486304e-05,9.29329163743152e-05,0.0,0.1656250435623045,0.0,0.0,0.4309159932902434,0.0010919617673982
SAMN53134960,"Chicago (CHI-A), IL",MU,2025-06-01,347732,347732,0,346154,1006,564,8,346846,314,533,39,169483,177677,511,61,347158,2,572,0,343986,3166,459,121,347159,1,572,0,347131,29,570,2,347141,18,573,0,311939,35178,615,0,347732,0,0,0,347732,0,0,0,182069,165084,515,64,0,1014,351,177738,2,3287,1,31,0,35178,0,0,129845,285,1.0,0.0,0.99546202247708,0.0028930325653089,0.0016219387344276,2.3006223183371103e-05,0.9974520607824416,0.0009029942599473,0.001532789619592,0.0001121553380189,0.4873954654734105,0.5109595895689784,0.0014695225058378,0.0001754224517732,0.9983493034865932,5.751555795842776e-06,0.001644944957611,0.0,0.9892273359943864,0.0091047128248191,0.0013199820551459,0.0003479691256484,0.998352179264491,2.875777897921388e-06,0.001644944957611,0.0,0.9982716574833492,8.339755903972024e-05,0.0016391934018151,5.751555795842776e-06,0.9983004152623284,5.176400216258498e-05,0.0016478207355089,0.0,0.8970672816996997,0.1011641148930785,0.0017686034072216,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5235900060966492,0.4747449185004543,0.0014810256174295,0.0001840497854669,0.0,0.0029160387884922,0.0010093980421704,0.5111350120207516,5.751555795842776e-06,0.0094526819504676,2.875777897921388e-06,8.914911483556303e-05,0.0,0.1011641148930785,0.0,0.0,0.3734053811556025,0.0008195967009075
SAMN53134961,"Chicago (CHI-A), IL",MU,2025-06-08,287756,287756,0,286559,637,554,6,286847,349,526,34,154021,133175,517,43,287190,6,560,0,284938,2255,467,96,287192,4,560,0,287176,20,554,6,287163,32,561,0,263115,24046,595,0,287756,0,0,0,287756,0,0,0,136350,150845,495,66,0,643,383,133216,4,2351,4,26,0,24046,0,0,126771,312,1.0,0.0,0.9958402257468132,0.0022136810353215,0.0019252422191022,2.085099876284074e-05,0.9968410736874296,0.0012128330947052,0.001827937558209,0.000118155659656,0.5352486134085823,0.4628052933735526,0.0017966610600647,0.0001494321578003,0.998033055783372,2.085099876284074e-05,0.0019460932178651,0.0,0.9902069809143856,0.0078365003683676,0.0016229027370411,0.0003336159802054,0.998040006116293,1.3900665841893829e-05,0.0019460932178651,0.0,0.9979844034529254,6.950332920946914e-05,0.0019252422191022,2.085099876284074e-05,0.9979392262889392,0.0001112053267351,0.0019495683843256,0.0,0.9143684232474736,0.0835638527085447,0.0020677240439817,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4738389468855558,0.5242114847301186,0.0017202073979343,0.0002293609863912,0.0,0.0022345320340844,0.0013309887543613,0.462947775198432,1.3900665841893829e-05,0.008170116348573,1.3900665841893829e-05,9.035432797230988e-05,0.0,0.0835638527085447,0.0,0.0,0.4405503273606805,0.0010842519356677
SAMN53134962,"Chicago (CHI-A), IL",MU,2025-06-15,342489,342489,0,341323,607,554,5,341582,348,505,54,183961,157969,489,70,341926,4,559,0,339697,2228,484,80,341929,1,559,0,341916,14,555,4,341923,6,560,0,317466,24423,600,0,342489,0,0,0,342489,0,0,0,161071,180856,488,74,0,612,402,158038,3,2308,1,18,0,24423,0,0,156407,277,1.0,0.0,0.9965955110967069,0.0017723196949391,0.0016175701993348,1.4599009019267772e-05,0.9973517397639048,0.001016091027741,0.001474499910946,0.000157669297408,0.5371296596387037,0.4612381711529421,0.0014277830820843,0.0002043861262697,0.9983561515844304,1.1679207215414218e-05,0.0016321692083541,0.0,0.9918479133636408,0.0065053184189857,0.0014131840730651,0.0002335841443082,0.998364910989842,2.9198018038535545e-06,0.0016321692083541,0.0,0.998326953566392,4.0877225253949765e-05,0.0016204900011387,1.1679207215414218e-05,0.9983473921790188,1.7518810823121325e-05,0.0016350890101579,0.0,0.9269377994621724,0.0713103194555153,0.0017518810823121,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4702953963484959,0.5280636750377384,0.0014248632802805,0.0002160653334851,0.0,0.0017869187039583,0.0011737603251491,0.461439637477408,8.759405411560663e-06,0.006738902563294,2.9198018038535545e-06,5.255643246936398e-05,0.0,0.0713103194555153,0.0,0.0,0.4566774407353229,0.0008087850996674
SAMN53134963,"Chicago (CHI-A), IL",MU,2025-06-22,485606,485606,0,483869,757,975,5,484097,529,909,71,208259,276367,900,80,484612,14,980,0,479853,4770,779,204,484621,5,980,0,484582,44,979,1,484593,31,982,0,464949,19627,1030,0,485606,0,0,0,485606,0,0,0,282369,202256,877,104,2,762,598,276443,10,4974,5,45,0,19627,0,0,182622,520,1.0,0.0,0.9964230260746366,0.0015588769496258,0.002007800562596,1.029641314151802e-05,0.9968925425138898,0.0010893605103726,0.0018718879091279,0.0001462090666095,0.4288641408878803,0.5691177621363822,0.0018533543654732,0.0001647426102642,0.9979530730674662,2.882995679625046e-05,0.0020180969757375,0.0,0.9881529470393694,0.0098227781370081,0.0016041811674485,0.0004200936561739,0.9979716066111208,1.029641314151802e-05,0.0020180969757375,0.0,0.9978912945886173,9.060843564535858e-05,0.0020160376931092,2.059282628303604e-06,0.9979139466975284,6.383776147741173e-05,0.0020222155409941,0.0,0.9574613987471324,0.0404175401457148,0.0021210611071527,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5814775764714604,0.4165022672701737,0.0018059908650222,0.0002141653933435,4.118565256607208e-06,0.0015691733627673,0.0012314510117255,0.5692742676161332,2.059282628303604e-05,0.0102428717931821,1.029641314151802e-05,9.26677182736622e-05,0.0,0.0404175401457148,0.0,0.0,0.3760703121460608,0.0010708269667178
SAMN53134964,"Chicago (CHI-A), IL",MU,2025-06-29,584569,584569,0,583030,599,932,8,583023,606,868,72,208570,375059,868,72,583618,11,940,0,579650,3974,791,154,583622,7,940,0,583597,32,939,1,583591,35,943,0,568165,15424,980,0,584569,0,0,0,584569,0,0,0,380192,203434,838,105,1,607,678,375128,8,4128,7,33,0,15424,0,0,188021,535,1.0,0.0,0.9973672911153344,0.0010246865639471,0.0015943370243718,1.3685296346539076e-05,0.9973553164810314,0.0010366611982503,0.0014848546535994,0.0001231676671188,0.3567927823747068,0.6415991953045749,0.0014848546535994,0.0001231676671188,0.9983731603968052,1.8817282476491223e-05,0.0016080223207183,0.0,0.9915852534089218,0.0067981709601432,0.001353133676264,0.0002634419546708,0.9983800030449784,1.197463430322169e-05,0.0016080223207183,0.0,0.9983372364938956,5.47411853861563e-05,0.001606311658675,1.7106620433173843e-06,0.9983269725216356,5.987317151610845e-05,0.0016131543068482,0.0,0.9719382998414215,0.0263852513561273,0.001676448802451,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6503800235729229,0.3480068221202287,0.0014335347922999,0.0001796195145483,1.7106620433173843e-06,0.0010383718602936,0.0011598288653691,0.6417172309855638,1.3685296346539076e-05,0.0070616129148141,1.197463430322169e-05,5.645184742947368e-05,0.0,0.0263852513561273,0.0,0.0,0.3216403880465779,0.0009152041931748
SAMN53134965,"Chicago (CHI-A), IL",MU,2025-07-06,596640,596640,0,594866,688,1078,8,594665,889,1007,79,235823,359731,983,103,595543,11,1086,0,589397,6145,831,267,595541,13,1086,0,595513,41,1084,2,595502,48,1090,0,585515,10013,1112,0,596640,0,0,0,596640,0,0,0,367395,228151,958,136,3,696,967,359832,9,6412,13,43,0,10013,0,0,218149,506,1.0,0.0,0.9970266827567712,0.0011531241619737,0.0018067846607669,1.3408420488066508e-05,0.9966897961920086,0.0014900107267363,0.0016877849289353,0.0001324081523196,0.3952517430946634,0.6029280638240815,0.0016475596674711,0.0001726334137838,0.9981613703405738,1.8436578171091445e-05,0.001820193081255,0.0,0.9878603513006168,0.010299342987396,0.0013927996781979,0.0004475060337892,0.998158018235452,2.178868329310807e-05,0.001820193081255,0.0,0.9981110887637435,6.871815500134084e-05,0.001816840976133,3.352105122016626e-06,0.9980926521855724,8.045052292839903e-05,0.001826897291499,0.0,0.9813539152587823,0.0167823142933762,0.0018637704478412,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6157733306516492,0.3823930678466076,0.0016056583534459,0.0002279431482971,5.0281576830249395e-06,0.0011665325824617,0.001620742826495,0.6030973451327434,1.508447304907482e-05,0.0107468490211853,2.178868329310807e-05,7.207026012335747e-05,0.0,0.0167823142933762,0.0,0.0,0.3656291901314025,0.0008480825958702
SAMN53134966,"Chicago (CHI-A), IL",MU,2025-07-13,358936,358936,0,357784,469,678,5,357706,547,611,72,121400,236853,604,79,358242,11,683,0,354447,3800,575,114,358175,78,683,0,358179,74,680,3,358170,77,689,0,348314,9911,711,0,358936,0,0,0,358936,0,0,0,241743,116510,585,98,0,474,619,236930,9,3914,78,77,0,9911,0,0,106606,318,1.0,0.0,0.9967905141863732,0.0013066396237769,0.001888916129895,1.3930059954978049e-05,0.9965732052510754,0.0015239485590745,0.0017022533264983,0.0002005928633516,0.3382218557068669,0.659875298103283,0.0016827512425613,0.0002200949472886,0.998066507678249,3.06461319009517e-05,0.00190284618985,0.0,0.9874935921724208,0.0105868455657833,0.0016019568948224,0.0003176053669734,0.9978798448748524,0.0002173089352976,0.00190284618985,0.0,0.9978909889228164,0.0002061648873336,0.001894488153877,8.358035972986827e-06,0.9978659148148974,0.0002145229233066,0.0019195622617959,0.0,0.9704069806316448,0.0276121648427574,0.0019808545255978,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6734988967392516,0.3245982570708984,0.0016298170147324,0.0002730291751175,0.0,0.0013205696837319,0.0017245414224262,0.6600898210265898,2.5074107918960485e-05,0.0109044509327568,0.0002173089352976,0.0002145229233066,0.0,0.0276121648427574,0.0,0.0,0.2970055943120779,0.0008859518131366
SAMN53134967,"Chicago (CHI-A), IL",MU,2025-07-20,215779,215778,1,214815,359,600,4,214640,534,540,64,65990,149184,494,110,215169,5,604,0,211962,3209,518,89,215173,1,604,0,214926,248,602,2,215106,68,604,0,211722,3445,611,0,215778,0,0,0,215778,0,0,0,153501,61670,504,103,0,363,594,149293,4,3298,1,250,0,3445,0,0,58295,235,0.999995365628722,4.634371278020567e-06,0.9955324660879882,0.0016637392888093,0.0027806227668123,1.8537485112082268e-05,0.9947214511143344,0.0024747542624629,0.0025025604901311,0.0002965997617933,0.3058221606365772,0.6913740447402204,0.0022893794113421,0.0005097808405822,0.9971730335204074,2.3171856390102837e-05,0.0027991602519244,0.0,0.9823106048317954,0.014871697431168,0.0024006043220146,0.0004124590437438,0.9971915710055196,4.634371278020567e-06,0.0027991602519244,0.0,0.9960468812998484,0.0011493240769491,0.0027898915093683,9.268742556041134e-06,0.9968810681298922,0.0003151372469053,0.0027991602519244,0.0,0.9811983557250704,0.0159654090527808,0.0028316008508705,0.0,0.999995365628722,0.0,0.0,0.0,0.999995365628722,0.0,0.0,0.0,0.7113806255474351,0.2858016767155283,0.0023357231241223,0.0004773402416361,0.0,0.0016822767739214,0.0027528165391442,0.6918791912095246,1.8537485112082268e-05,0.0152841564749118,4.634371278020567e-06,0.0011585928195051,0.0,0.0159654090527808,0.0,0.0,0.2701606736522089,0.0010890772503348
SAMN53134968,"Chicago (CHI-A), IL",MU,2025-07-27,397057,397057,0,395165,745,1136,11,395111,799,1061,86,116116,279794,1035,112,395899,11,1147,0,387826,8072,853,306,395722,188,1147,0,395876,34,1147,0,395866,40,1151,0,388370,7514,1173,0,397057,0,0,0,397057,0,0,0,289510,106392,992,163,1,756,885,279900,6,8378,188,34,0,7514,0,0,98914,482,1.0,0.0,0.9952349410789888,0.0018763049134003,0.0028610501766748,2.7703830936112447e-05,0.9950989404543932,0.0020123055379958,0.0026721604202923,0.0002165935873186,0.292441639361603,0.704669606630786,0.0026066786380796,0.0002820753695313,0.9970835421614528,2.7703830936112447e-05,0.0028887540076109,0.0,0.9767514487844314,0.0203295748469363,0.0021483061625912,0.0007706702060409,0.99663776233639,0.000473483655999,0.0028887540076109,0.0,0.9970256159694956,8.563002289343848e-05,0.0028887540076109,0.0,0.9970004306686444,0.000100741203404,0.0028988281279514,0.0,0.9781215291507264,0.0189242350594499,0.0029542357898236,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.7291396449376286,0.2679514528140796,0.0024983818444203,0.0004105204038714,2.5185300851011314e-06,0.0019040087443364,0.0022288991253145,0.7049365708198068,1.5111180510606787e-05,0.0211002450529772,0.000473483655999,8.563002289343848e-05,0.0,0.0189242350594499,0.0,0.0,0.2491178848376933,0.0012139315010187
SAMN53135031,"Chicago (CHI-A), IL",MU,2025-08-03,319134,319133,1,317112,501,1509,11,317004,609,1441,79,119936,197677,1441,79,317593,20,1520,0,312844,4761,1330,198,317610,3,1520,0,317585,28,1519,1,317596,14,1523,0,313279,4316,1538,0,319133,0,0,0,319133,0,0,0,203537,114071,1324,201,0,512,688,197753,17,4959,3,29,0,4316,0,0,109897,959,0.9999968665200198,3.1334799801964066e-06,0.9936641034800427,0.0015698734700783,0.0047284212901163,3.4468279782160475e-05,0.9933256876421817,0.0019082893079396,0.004515344651463,0.0002475449184355,0.3758170549048362,0.6194169220452851,0.004515344651463,0.0002475449184355,0.9951713073505172,6.266959960392813e-05,0.0047628895698985,0.0,0.9802904109245646,0.014918498185715,0.0041675283736612,0.0006204290360788,0.9952245765101808,9.40043994058922e-06,0.0047628895698985,0.0,0.9951462395106756,8.773743944549939e-05,0.0047597560899183,3.1334799801964066e-06,0.995180707790458,4.3868719722749694e-05,0.0047722900098391,0.0,0.98165347471595,0.0135240995945276,0.004819292209542,0.0,0.9999968665200198,0.0,0.0,0.0,0.9999968665200198,0.0,0.0,0.0,0.637779114729236,0.3574391948209843,0.00414872749378,0.0006298294760194,0.0,0.0016043417498605,0.0021558342263751,0.61965506652378,5.3269159663338914e-05,0.0155389272217939,9.40043994058922e-06,9.08709194256958e-05,0.0,0.0135240995945276,0.0,0.0,0.3443600493836445,0.0030050073010083
SAMN53135032,"Chicago (CHI-A), IL",MU,2025-08-10,417966,417966,0,412861,575,4523,7,412869,567,4458,72,212851,200585,4442,88,413433,3,4530,0,357865,55565,3510,1026,413431,5,4530,0,413413,23,4525,5,413413,20,4533,0,408335,5088,4543,0,417966,0,0,0,417966,0,0,0,257241,156193,4284,248,4,582,639,200673,2,56591,5,28,0,5088,0,0,151264,3094,1.0,0.0,0.987786087863606,0.0013757099859797,0.0108214543766717,1.674777374236182e-05,0.9878052281764546,0.0013565696731313,0.0106659393347784,0.0001722628156357,0.5092543412622079,0.4799074565873779,0.0106276587090816,0.0002105434413325,0.9891546202322676,7.1776173181550655e-06,0.0108382021504141,0.0,0.8562060071871874,0.132941435427762,0.0083978122622414,0.002454745122809,0.9891498351540556,1.1962695530258442e-05,0.0108382021504141,0.0,0.9891067694501466,5.502839943918883e-05,0.0108262394548838,1.1962695530258442e-05,0.9891067694501466,4.785078212103377e-05,0.0108453797677323,0.0,0.9769574558696162,0.0121732389715909,0.0108693051587928,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6154591521798424,0.3736978605915314,0.0102496375303254,0.0005933496983008,9.570156424206751e-06,0.001392457759722,0.001528832488767,0.4801180000287104,4.785078212103376e-06,0.1353961805505711,1.1962695530258442e-05,6.699109496944727e-05,0.0,0.0121732389715909,0.0,0.0,0.3619050353378026,0.0074025159941239
SAMN53135033,"Chicago (CHI-A), IL",MU,2025-08-17,316523,316521,2,314804,397,1310,10,314723,478,1271,49,162652,152549,1164,156,315188,13,1320,0,308775,6420,1116,210,315197,4,1320,0,314566,635,1315,5,315089,109,1323,0,313470,1715,1336,0,316521,0,0,0,316521,0,0,0,160442,154756,1165,158,1,407,518,152704,11,6630,4,640,0,1715,0,0,153153,739,0.9999936813438518,6.318656148210399e-06,0.9945691150406132,0.0012542532454197,0.0041387197770778,3.1593280741051995e-05,0.9943132094666106,0.0015101588194222,0.0040155059821877,0.0001548070756311,0.5138710299093588,0.481952338376674,0.0036774578782584,0.0004928551795604,0.9957822970210696,4.107126496336759e-05,0.0041703130578188,0.0,0.975521526081833,0.0202828862357553,0.0035258101307014,0.000663458895562,0.9958107309737364,1.2637312296420796e-05,0.0041703130578188,0.0,0.993817194958976,0.0020061733270568,0.0041545164174483,1.5796640370525998e-05,0.9954695235417332,0.0003443667600774,0.0041797910420411,0.0,0.9903545713897568,0.0054182476470904,0.0042208623070045,0.0,0.9999936813438518,0.0,0.0,0.0,0.9999936813438518,0.0,0.0,0.0,0.5068889148655864,0.4889249754362242,0.0036806172063325,0.0004991738357086,3.1593280741051993e-06,0.0012858465261608,0.0016365319423864,0.4824420342281603,3.475260881515719e-05,0.0209463451313174,1.2637312296420796e-05,0.0020219699674273,0.0,0.0054182476470904,0.0,0.0,0.4838605725334335,0.0023347434467637
SAMN53135034,"Chicago (CHI-A), IL",MU,2025-08-26,300463,300463,0,299056,447,956,4,299185,318,912,48,207799,91704,901,59,299493,10,960,0,293319,6177,536,431,299500,3,960,0,299466,37,957,3,299477,19,967,0,296988,2510,965,0,300463,0,0,0,300463,0,0,0,98646,200857,831,129,2,451,366,91761,8,6608,3,40,0,2510,0,0,198421,295,1.0,0.0,0.9953172270795406,0.0014877039768623,0.003181756156332,1.3312787264987702e-05,0.9957465644688364,0.0010583665875665,0.0030353154964171,0.0001597534471798,0.6915959702192949,0.3052089608371081,0.0029987053314384,0.0001963636121585,0.9967716490882405,3.328196816246926e-05,0.003195068943597,0.0,0.976223361944732,0.0205582717339572,0.0017839134935083,0.0014344528278024,0.9967949464659542,9.984590448740776e-06,0.003195068943597,0.0,0.9966817877742018,0.0001231432822011,0.0031850843531483,9.984590448740776e-06,0.9967183979391804,6.323573950869159e-05,0.0032183663213107,0.0,0.988434516063542,0.0083537740087797,0.0032117099276782,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3283133031354942,0.6684916279209088,0.0027657315543011,0.0004293373892958,6.656393632493851e-06,0.0015010167641273,0.0012181200347463,0.3053986680556341,2.6625574529975403e-05,0.0219927245617596,9.984590448740776e-06,0.0001331278726498,0.0,0.0083537740087797,0.0,0.0,0.6603841404765313,0.0009818180607928
SAMN53135035,"Chicago (CHI-A), IL",MU,2025-08-31,198316,198316,0,197039,354,921,2,197189,204,895,28,108634,88759,870,53,197388,5,923,0,190319,7067,546,384,197388,5,923,0,197326,67,919,4,197379,12,925,0,194700,2681,935,0,198316,0,0,0,198316,0,0,0,96381,101007,778,150,1,356,232,88811,4,7451,5,71,0,2681,0,0,98395,310,1.0,0.0,0.9935607817826096,0.0017850299521975,0.0046441033502087,1.0084914984166684e-05,0.994317150406422,0.001028661328385,0.0045129994554145,0.0001411888097783,0.5477823271949818,0.4475634845398253,0.0043869380181125,0.0002672502470804,0.9953205994473466,2.521228746041671e-05,0.0046541882651929,0.0,0.9596754674358096,0.0356350470965529,0.0027531817906775,0.00193630367696,0.9953205994473466,2.521228746041671e-05,0.0046541882651929,0.0,0.9950079670828376,0.0003378446519695,0.0046340184352245,2.016982996833337e-05,0.995275217329918,6.05094899050001e-05,0.004664273180177,0.0,0.9817664737086268,0.0135188285362754,0.0047146977550979,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4859970955444845,0.5093235039028621,0.0039230319288408,0.0007563686238125,5.042457492083342e-06,0.0017951148671816,0.0011698501381633,0.4478256923294136,2.016982996833337e-05,0.0375713507735129,2.521228746041671e-05,0.0003580144819379,0.0,0.0135188285362754,0.0,0.0,0.4961526049335404,0.0015631618225458
SAMN53135036,"Chicago (CHI-A), IL",MU,2025-09-07,359703,359703,0,358222,578,888,15,358484,316,871,32,212338,146462,838,65,358786,14,903,0,354141,4654,688,220,358797,3,903,0,358772,28,899,4,358785,15,903,0,353016,5750,937,0,359703,0,0,0,359703,0,0,0,151973,206822,629,279,3,593,347,146525,12,4874,3,31,0,5750,0,0,201272,296,1.0,0.0,0.9958827143504504,0.0016068812325724,0.0024687033469278,4.170107004945747e-05,0.9966110930406474,0.0008785025423752,0.0024214421342051,8.896228277217593e-05,0.5903147874774467,0.407174808105576,0.0023296997800963,0.0001807046368809,0.9974506745843098,3.892099871282697e-05,0.0025104044169773,0.0,0.9845372432256612,0.0129384520006783,0.0019126890796017,0.0006116156940587,0.9974812553690128,8.340214009891493e-06,0.0025104044169773,0.0,0.997411753585597,7.784199742565394e-05,0.0024992841316308,1.1120285346521992e-05,0.9974478945129732,4.170107004945747e-05,0.0025104044169773,0.0,0.981409662971952,0.0159854101856253,0.0026049268424227,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4224957812417466,0.5749799139845928,0.0017486648707405,0.0007756399029199,8.340214009891493e-06,0.0016485823026218,0.0009646847538107,0.4073499525997837,3.3360856039565974e-05,0.013550067694737,8.340214009891493e-06,8.618221143554543e-05,0.0,0.0159854101856253,0.0,0.0,0.5595505180662936,0.0008229011156426
