sra_accession,site_name,date,n_reads_profiled,total_read_pairs,n_reads_classified_1_clade_non_rrna,n_reads_classified_1_clade_rrna,n_reads_unclassified_0_clade_non_rrna,n_reads_unclassified_0_clade_rrna,n_reads_root_direct_1_non_rrna,n_reads_root_direct_1_rrna,rrna_fraction,n_reads_cellular_organisms_131567_clade_non_rrna,n_reads_cellular_organisms_131567_clade_rrna,n_reads_cellular_organisms_131567_direct_non_rrna,n_reads_cellular_organisms_131567_direct_rrna,n_reads_bacteria_2_clade_non_rrna,n_reads_bacteria_2_clade_rrna,n_reads_archaea_2157_clade_non_rrna,n_reads_archaea_2157_clade_rrna,n_reads_eukaryota_2759_clade_non_rrna,n_reads_eukaryota_2759_clade_rrna,n_reads_viruses_10239_clade_non_rrna,n_reads_viruses_10239_clade_rrna,n_reads_unclassified_entries_2787823_clade_non_rrna,n_reads_unclassified_entries_2787823_clade_rrna,n_reads_other_entries_2787854_clade_non_rrna,n_reads_other_entries_2787854_clade_rrna,n_reads_pmmov_12239_clade_non_rrna,n_reads_tobamovirus_12234_clade_non_rrna,n_reads_tbrv_12275_clade_non_rrna,n_reads_tobrfv_3432872_clade_non_rrna,n_reads_tmv_3432892_clade_non_rrna,n_reads_cgmmv_3432895_clade_non_rrna,fraction_classified_1_clade_non_rrna,fraction_classified_1_clade_rrna,fraction_unclassified_0_clade_non_rrna,fraction_unclassified_0_clade_rrna,fraction_root_direct_1_non_rrna,fraction_root_direct_1_rrna,fraction_cellular_organisms_131567_clade_non_rrna,fraction_cellular_organisms_131567_clade_rrna,fraction_cellular_organisms_131567_direct_non_rrna,fraction_cellular_organisms_131567_direct_rrna,fraction_bacteria_2_clade_non_rrna,fraction_bacteria_2_clade_rrna,fraction_archaea_2157_clade_non_rrna,fraction_archaea_2157_clade_rrna,fraction_eukaryota_2759_clade_non_rrna,fraction_eukaryota_2759_clade_rrna,fraction_viruses_10239_clade_non_rrna,fraction_viruses_10239_clade_rrna,fraction_unclassified_entries_2787823_clade_non_rrna,fraction_unclassified_entries_2787823_clade_rrna,fraction_other_entries_2787854_clade_non_rrna,fraction_other_entries_2787854_clade_rrna,fraction_pmmov_12239_clade_non_rrna,fraction_tobamovirus_12234_clade_non_rrna,fraction_tbrv_12275_clade_non_rrna,fraction_tobrfv_3432872_clade_non_rrna,fraction_tmv_3432892_clade_non_rrna,fraction_cgmmv_3432895_clade_non_rrna
SAMN54927440,"NYC (Hospital B), NY",2024-01-16,7967679,1408144981,1321363,3498076,2979715,168525,1154,90,0.4601845004597119,1200666,3497896,1144,17242,1189216,3447107,2923,30493,7383,3054,119541,90,0,0,2,0,12756,88653,0,47705,176,10067,0.1658403688125206,0.4390334063196168,0.3739751307277674,0.021151094140095,0.0001448351613629,1.1295890556559406e-05,0.1506920350781161,0.4390108146916103,0.0001435794935555,0.0021639846590112,0.1492549741193202,0.4326364539293371,0.0003668594995821,0.0038270770911648,0.0009266219656581,0.000383299012097,0.0150032475686181,1.129573744991856e-05,0.0,0.0,2.5100442341874325e-07,0.0,0.0016009700981846,0.0111265842367902,0.0,0.0059873156098701,2.20889841175384e-05,0.0012634831778485
SAMN54927441,"NYC (Hospital B), NY",2024-10-18,7977666,1310806002,250887,4113237,1842804,1770738,191,103,0.7375558734875015,212386,4113071,1777,46757,203423,4058442,1439,1803,5747,6069,38305,60,0,0,5,3,1330,32342,0,25977,1293,2722,0.0314486348559498,0.515593952975604,0.2309954916565487,0.2219619205118975,2.394212146479569e-05,1.2911062087482076e-05,0.0266225382210295,0.5155731444040998,0.0002227477007531,0.0058609904281407,0.025499029744557,0.5087253961335971,0.0001803772975302,0.0002260063029036,0.000720383478189,0.0007607515394582,0.0048015277192818,7.5213239218477505e-06,0.0,0.0,6.267941736866094e-07,3.761854948007277e-07,0.0001667160708243,0.0040540667793364,0.0,0.0032562163977451,0.0001620768178753,0.0003412001815182
SAMN54927442,"NYC (Hospital B), NY",2024-11-20,7840052,1135609442,446322,5470991,1254022,668717,168,203,0.783120407820732,439177,5465624,12993,103819,410356,5268947,2827,5778,13001,87080,6962,5164,0,0,15,0,508,5741,0,4853,31,316,0.0569284628307588,0.6978251521790051,0.1599511293485092,0.0852952556417268,2.1427481240667945e-05,2.589274509347098e-05,0.0560171244654319,0.6971405928060956,0.0016572540991273,0.0132421606220215,0.052341008772667,0.6720543961965411,0.0003605803421549,0.0007369841022832,0.0016582812514825,0.0111070518852496,0.0008879974766637,0.000658666627816,0.0,0.0,1.9134074224969655e-06,0.0,6.479272265351259e-05,0.0007322612412472,0.0,0.0006190023090965,3.9537820140201115e-06,4.030408498580445e-05
SAMN54927443,"NYC (Hospital B), NY",2025-01-03,7963965,1256456555,1877745,3736063,2033178,316979,551,254,0.5089224927191104,1845933,3735692,946,22795,1836062,3678115,3167,29137,5758,5645,31257,117,0,0,4,0,1041,16139,0,12074,490,804,0.2357801728969502,0.4691208311301681,0.2552973343839395,0.0398016615889421,6.918732909653248e-05,3.18941822046186e-05,0.2317856831066561,0.4690742453079168,0.0001187853501044,0.0028622734456383,0.2305462243385532,0.4618445454991117,0.0003976646072146,0.0036586070778478,0.0007230088107838,0.0007088192853188,0.0039248001129581,1.4691640046705918e-05,0.0,0.0,5.023482394028784e-07,0.0,0.0001307144812013,0.0020265008898899,0.0,0.0015160780519451,6.15264724171179e-05,0.0001009537755793
SAMN54927444,"NYC (Hospital B), NY",2025-01-09,7957410,1406665692,848400,5653980,1215802,239228,384,376,0.7405937213800138,749771,5653017,1746,28629,739973,5592318,3136,17524,4916,14546,98240,586,0,0,5,1,9107,81507,0,52505,897,2687,0.1066176174742311,0.7105301500307449,0.152788661145755,0.0300635713492689,4.8256516612333675e-05,4.725130673537545e-05,0.0942230437104564,0.7104091304316693,0.0002194188861261,0.0035977780355817,0.0929917408895321,0.7027811477291452,0.0003940998502695,0.0022022276974956,0.0006177840845285,0.0018279769694467,0.0123456889259373,7.364260015330459e-05,0.0,0.0,6.28321225089655e-07,1.2569218687311026e-07,0.0011444584998605,0.0102428715478861,0.0,0.0065982402244122,0.0001127243271651,0.0003376720572935
SAMN54927445,"NYC (Hospital B), NY",2025-01-30,7566234,1790827050,2356789,1906612,3192252,110581,1102,497,0.2666050254009134,2324807,1906092,1983,3817,2292632,1896184,2998,4230,27194,1861,30873,22,0,0,7,1,3112,18115,0,8426,175,3626,0.3114872725986773,0.2519899160323201,0.4219077020004092,0.0146151093685932,0.0001456372220192,6.568832234604693e-05,0.3072603892408104,0.2519211874233595,0.0002620864680854,0.0005044887192827,0.3030079333854027,0.2506116868819551,0.0003962413018053,0.0005590459667717,0.0035941280855168,0.0002459658553498,0.0040803209322724,2.908186357827352e-06,0.0,0.0,9.252035752157454e-07,1.321002566972188e-07,0.0004113147142977,0.0023941791018577,0.0,0.0011136114720073,2.3129499886713568e-05,0.0004792289488741
SAMN54927446,"NYC (Hospital B), NY",2025-02-05,7954902,915678331,1137571,5446103,1204936,166292,495,369,0.7055265243632652,982187,5443743,900,16534,970109,5401972,1639,15443,9539,9794,154885,1990,0,0,4,1,14431,136533,0,64557,197,27178,0.1430025490448452,0.6846221807556743,0.1514709265918895,0.0209043436075909,6.222557913097201e-05,4.638620667651882e-05,0.1234694475199862,0.6843255090760079,0.0001131382937336,0.0020784628548635,0.1219511359387594,0.6790745397693203,0.0002060382770744,0.0019413191784982,0.0011991350104187,0.0012311872733257,0.0194703730748088,0.000250159734022,0.0,0.0,5.028709192016876e-07,1.2573896791443313e-07,0.0018140985315906,0.0171633654657846,0.0,0.0081153699258887,2.4764483879982315e-05,0.0034165098285158
SAMN54927447,"NYC (Hospital B), NY",2025-02-20,7952566,1230678062,1101122,4203076,2569734,78634,577,350,0.5384061866533627,1061533,4202477,1605,3218,1049769,4192828,1389,5069,8770,1362,39010,249,0,0,2,0,1651,15878,0,12595,54,484,0.1384612046881498,0.5285183042667994,0.3231326086584875,0.0098878823865634,7.2555847206538e-05,4.401092402740005e-05,0.1334830486968644,0.528442983009335,0.0002018218719034,0.0004046490493906,0.1320037812593814,0.527229662544825,0.0001746599884717,0.0006374062833331,0.0011027855771076,0.0001712651317862,0.0049053486112337,3.1310333436892385e-05,0.0,0.0,2.515328451763246e-07,0.0,0.000207608231521,0.0019965976432827,0.0,0.0015837708180045,6.790399119256797e-06,6.0861271648577526e-05
SAMN54927448,"NYC (Hospital B), NY",2025-03-13,7967963,1260368208,943232,5736434,1154273,134024,382,205,0.7367577104087069,790712,5733165,642,12904,783566,5700224,1538,14059,4966,5978,152138,3064,0,0,0,0,23892,130860,0,80516,8512,6055,0.1183780424800978,0.7199373547107939,0.1448642471111952,0.0168203556979129,4.794201335222054e-05,2.5727947019752575e-05,0.0992363948235715,0.7195270881951421,8.057338265618582e-05,0.0016194859333461,0.0983395533170112,0.7153929070674709,0.0001930234565019,0.001764440863718,0.0006232446674021,0.000750254330607,0.0190937056431741,0.0003845385686319,0.0,0.0,0.0,0.0,0.0029985093857989,0.0164232638616605,0.0,0.0101049634025454,0.0010682770228675,0.0007599171469025
SAMN54927449,"NYC (Hospital B), NY",2025-03-19,7934357,888008384,815785,1852596,4218949,1047027,1009,118,0.3654517759607434,723397,1852277,2257,8661,707730,1828441,742,1679,12668,13496,91376,201,0,0,3,0,2610,50538,0,37537,2185,1377,0.102816723448222,0.2334904087988013,0.5317315005910346,0.1319613671619421,0.0001271697740668,1.4872176673217887e-05,0.0911726985273379,0.2334502036117471,0.0002844588545864,0.0010915850821475,0.089198119011956,0.2304460428271146,9.351734389413674e-05,0.000211610681498,0.0015966033169013,0.0017009650209869,0.0115164769825832,2.5333010380996707e-05,0.0,0.0,3.781642339283757e-07,0.0,0.0003289506992054,0.0063695017820733,0.0,0.0047309337214326,0.0002753824546915,0.0001735493405197
SAMN54927450,"NYC (Hospital B), NY",2025-04-03,7964113,971144862,661669,4322379,2033689,946376,391,63,0.6615619133383094,637155,4321966,985,53771,618865,4184811,1451,52640,15854,30744,24121,350,0,0,2,0,1636,9189,0,4588,63,682,0.0830813687243359,0.5427318341711795,0.2553567179373546,0.1188300791671299,4.909513964532844e-05,7.910456879387862e-06,0.0800033135794146,0.5426799772570398,0.000123682375801,0.0067516507682863,0.07770674596864,0.525458363806923,0.0001821933229045,0.0066096393112347,0.0019906919120691,0.0038603233705956,0.0030287088853807,4.3946457260344385e-05,0.0,0.0,2.511198952454351e-07,0.0,0.0002054217353493,0.0011538006635893,0.0,0.0005760824440313,7.910497981501147e-06,8.563509613757054e-05
SAMN54927451,"NYC (Hospital B), NY",2025-04-09,7964837,990039094,697995,5295251,1679034,292557,324,206,0.7015594823137633,652914,5294746,734,19695,584473,5240582,4467,21583,63240,12886,44757,298,0,0,0,1,2436,34980,0,29672,47,1098,0.0876346025075419,0.664828366250126,0.2108059151786946,0.0367311160636374,4.067964236553714e-05,2.5863888529778904e-05,0.0819745825189071,0.6647649624135886,9.215520303253478e-05,0.002472744563279,0.0733816853383234,0.6579645757057055,0.0005608396059044,0.0027097839039575,0.0079399023716466,0.0016178582406464,0.0056193403462693,3.7414341074791706e-05,0.0,0.0,0.0,1.256069326988006e-07,0.0003058455636232,0.0043918169110094,0.0,0.0037253860196744,5.901314211377889e-06,0.000137853484961
SAMN54927452,"NYC (Hospital B), NY",2025-05-14,7964963,1115125201,266684,4124554,1520461,2053264,42,29,0.7756240108811191,258785,4124196,11875,73907,236106,3971961,361,4300,10443,74028,7852,327,0,0,5,2,343,4016,0,3283,1,228,0.0334821255618461,0.5178368198282717,0.1908938635570347,0.2577871910528474,5.273389351248232e-06,3.640911206372529e-06,0.0324904120810982,0.5177918728584748,0.0014908951524645,0.00927901924437,0.0296430785254465,0.4986787883811594,4.532269076303885e-05,0.0005398638140976,0.0013111157124241,0.0092942014188476,0.0009858122965655,4.1054947045136245e-05,0.0,0.0,6.277948311214177e-07,2.511115453949838e-07,4.306302876590485e-05,0.0005042045331504,0.0,0.0004121775875795,1.2549495209104708e-07,2.862533469428932e-05
SAMN54927453,"NYC (Hospital B), NY",2025-05-20,7936544,937281816,3832062,93123,4007162,4197,1023,312,0.0122622559441367,3821544,92809,1343,112,3814580,92345,1713,192,3908,160,9492,2,0,0,3,0,92,646,0,325,4,140,0.4828376163829494,0.0117334365212345,0.5049001276729138,0.0005288194229021,0.0001288962978615,3.931103190663607e-05,0.4815123516173085,0.0116938735077278,0.0001692170359646,1.4111629142329745e-05,0.4806348892541138,0.0116354088974218,0.0002158380057238,2.4192516005481292e-05,0.0004924073215062,2.0160465158227264e-05,0.0011959905024964,2.519816000780656e-07,0.0,0.0,3.77965282727111e-07,0.0,1.1592317150208753e-05,8.139548231886318e-05,0.0,4.094916712006154e-05,5.039429936318695e-07,1.7640380780275746e-05
SAMN54927454,"NYC (Hospital B), NY",2025-05-28,7950977,851974617,476288,5253696,1602148,618845,98,41,0.7385935367595224,459056,5253358,9449,95455,433224,5081676,2523,5022,13860,71205,17134,297,0,0,0,0,1441,14443,0,2450,8,10081,0.0599030501739114,0.6607608917032436,0.2015034130665661,0.0778326450562788,1.2325199187969327e-05,5.15675011911417e-06,0.0577357716443696,0.660718381565695,0.001188408467152,0.0120054609045657,0.0544868595308777,0.6391257933766574,0.0003173203945828,0.0006316227402319,0.001743183251757,0.0089555045442398,0.0021549533303538,3.735338742956161e-05,0.0,0.0,0.0,0.0,0.0001812360634136,0.0018165061366821,0.0,0.0003081393702236,1.0061656758520388e-06,0.0012678932937438
SAMN54927455,"NYC (Hospital B), NY",2025-06-04,7981259,938614886,294479,2003404,3385720,2297656,3,17,0.5388947853919697,293898,2003342,878,12662,289844,1972419,118,2549,3058,15712,574,45,0,0,4,0,47,364,0,148,0,108,0.0368962854512333,0.2510134093137161,0.424208929156797,0.2878813760782535,3.759103374976366e-07,2.130091835147131e-06,0.0368234894139133,0.2510056410462961,0.0001100073723058,0.0015864689540795,0.0363155483047979,0.2471311796255179,1.4784737848441254e-05,0.000319373044647,0.000383148998961,0.0019686194220516,7.191892660659907e-05,5.638175584867086e-06,0.0,0.0,5.012003759333458e-07,0.0,5.888812002994954e-06,4.560708798605465e-05,0.0,1.8543457302295636e-05,0.0,1.3531908922098396e-05
SAMN54927456,"NYC (Hospital B), NY",2025-06-12,7897514,1088009015,490016,4834006,1317102,1256390,258,76,0.7711786807209879,347024,4832763,1134,86097,335621,4699131,2830,23705,7439,23830,142734,1166,0,0,0,1,6940,133418,0,88130,267,27573,0.0620468957858691,0.612091693803656,0.1667744234931427,0.1590869869173319,3.2666592678007504e-05,9.623092664386148e-06,0.043940941492163,0.6119343043648829,0.0001435927371393,0.0109017624971951,0.0424970764277025,0.5950135513705843,0.0003583350532513,0.003001594766021,0.0009419372740698,0.0030173957310826,0.018073287701028,0.0001476397880524,0.0,0.0,0.0,1.265580562302506e-07,0.0008787589465162,0.0168936844868611,0.0,0.0111592073756902,3.380799273438296e-05,0.0034913693722005
SAMN54927457,"NYC (Hospital B), NY",2025-06-18,7978189,1061995032,45604,2724463,1862352,3345770,8,20,0.7608534852546918,45486,2724437,1352,54151,40462,2653524,1710,1216,1962,15546,94,1,0,0,16,5,2,21,0,17,0,2,0.0057160820522249,0.3414889094659852,0.2334304326930832,0.4193645757887066,1.0027126169974683e-06,2.506913362969804e-06,0.0057012921353194,0.3414856504524888,0.0001694610606134,0.0067873796857745,0.0050715756656263,0.3325972890368371,0.0002143346160247,0.0001524166037133,0.0002459207930548,0.0019485651261637,1.1781887290362218e-05,1.2536984103104158e-07,0.0,0.0,2.0053169981593173e-06,6.267302924002399e-07,2.506570990559388e-07,2.6322217514391864e-06,0.0,2.1308781444219475e-06,0.0,2.506865079613002e-07
SAMN54927458,"NYC (Hospital B), NY",2025-06-24,7898224,929030025,514928,4980549,1658716,744031,77,24,0.7247930994426943,513946,4980413,12730,61520,444200,4735578,975,6838,56041,176477,905,112,0,0,0,0,0,5,0,0,0,1,0.0651954198562689,0.6305906057048554,0.2100114807010367,0.0942024937378389,9.749346350557092e-06,3.0389058829473197e-06,0.0650710888029847,0.6305733857547058,0.0016117591234354,0.0077890809481704,0.0562404758306127,0.5995746667663722,0.000123446775219,0.0008657662761765,0.0070954070737174,0.0223438717639866,0.0001145817069336,1.4181044266633645e-05,0.0,0.0,0.0,0.0,0.0,6.33141875428059e-07,0.0,0.0,0.0,1.2655741555583004e-07
SAMN55279285,"NYC (Hospital B), NY",2025-12-10,7965148,208595527,1064479,3832367,2666654,401648,1413,283,0.5315678759188588,793487,3831786,1344,31165,763402,3759521,8730,32239,20011,8861,269577,298,0,0,2,0,16359,215111,0,174441,3669,5111,0.1336420163478867,0.4811421490097314,0.3347901077332544,0.0504257269091273,0.0001773950359081,3.553066665275873e-05,0.0996198369006074,0.4810692062224664,0.0001687357873872,0.0039126707559927,0.0958427430174699,0.4719965741556216,0.0010960307733571,0.0040474912111219,0.0025123273223929,0.0011124700997301,0.0338445332609592,3.741212061226143e-05,0.0,0.0,2.511504119802558e-07,0.0,0.002053830119765,0.027006515957665,0.0,0.0219005062270264,0.0004606327805479,0.000641671233728
SAMN55279286,"NYC (Hospital B), NY",2025-12-16,7960219,186135958,3121265,3612270,1214539,12145,2805,809,0.4553165604176216,3053902,3611337,784,2857,3035030,3605608,924,734,17164,2138,64558,124,0,0,0,0,6448,43237,0,23892,2042,1139,0.3921074630597515,0.4537908451573945,0.1525759765226269,0.0015257152602269,0.0003523795901299,0.0001016309307302,0.3836450184897515,0.4536736374766559,9.84903084787684e-05,0.0003589080326366,0.3812742270935429,0.4529539361167846,0.0001160761027503,9.220834865477575e-05,0.0021562249849794,0.00026858497858,0.00811006497987,1.557675000843964e-05,0.0,0.0,0.0,0.0,0.0008100255795426,0.0054316260990532,0.0,0.0030014198733125,0.0002565241601923,0.0001430858864683
SAMN55279287,"NYC (Hospital B), NY",2025-12-22,7950047,195089023,259372,4279568,1254704,2156403,128,54,0.8095512670440753,205695,4277879,563,83055,200952,4145662,344,4490,3836,44672,53549,1634,0,0,0,1,3684,48103,0,13670,1014,28399,0.032625183507065,0.5383068997235048,0.1578235494488596,0.2712443673205706,1.6100728407124343e-05,6.792478971790605e-06,0.0258734221345004,0.5380944485611743,7.081843859539851e-05,0.0104471132706452,0.0252768205544649,0.5214634723668463,4.327030674744168e-05,0.0005647722414366,0.0004825128346926,0.005619090682246,0.0067356606441574,0.0002055328869415,0.0,0.0,0.0,1.2579641711676625e-07,0.0004633970604388,0.0060506346301921,0.0,0.0017194812170736,0.000127546306746,0.0035721615978235
SAMN55279288,"NYC (Hospital B), NY",2025-12-30,7955464,205393369,586282,3915780,2972969,480433,625,140,0.552602858712862,521716,3915459,1748,75718,474413,3798103,26822,24143,18733,17495,63937,181,0,0,4,0,7389,39072,0,9594,2945,16495,0.0736955243103208,0.4922125385815366,0.3737016169768172,0.0603903201313253,7.85617688065606e-05,1.759766737538771e-05,0.0655795969249751,0.4921721890630478,0.000219722823195,0.0095177148797984,0.0596336238769678,0.4774205931487363,0.0033715169752584,0.0030347688197881,0.0023547332495538,0.0021991122147249,0.0080368628376602,2.2751851113408907e-05,0.0,0.0,5.027788788976434e-07,0.0,0.000928794395459,0.0049113430943208,0.0,0.0012059642201145,0.000370187962938,0.0020734188820436
SAMN54927463,"NYC (Hospital D), NY",2025-09-02,7975251,145871890,558930,4974182,1968792,473347,163,70,0.6830541351263445,536817,4974019,9163,69414,511543,4858483,3558,434,12553,45688,21949,86,0,0,1,7,2356,14302,0,5740,50,4915,0.0700831083360937,0.623701935986068,0.2468627565375618,0.0593521991402765,2.0438322274476623e-05,8.776454392252708e-06,0.0673104122826833,0.6236814988166317,0.0011489275222371,0.0087036847546711,0.0641413668971166,0.6091946901361558,0.0004461283017604,5.441856462214238e-05,0.001573989561569,0.0057287053611825,0.0027521324103146,1.07829792084757e-05,0.0,0.0,1.253208213025345e-07,8.777358355677409e-07,0.0002954133149969,0.0017932934560315,0.0,0.0007197270393504,6.269757289686462e-06,0.0006162786713272
SAMN54927464,"NYC (Hospital D), NY",2025-09-09,7977275,135042908,617540,5906356,954332,499047,632,197,0.8029560565271716,590265,5905201,10372,58417,568250,5780157,1912,1427,9731,65200,26643,948,0,0,0,10,3765,21888,0,3617,215,12139,0.0774123859462706,0.7403973245768549,0.1196315575265578,0.0625587319503165,7.922454821140292e-05,2.4695649481393187e-05,0.0739933151055416,0.7402525376907602,0.0013001915819646,0.0073229312615861,0.0712336095033215,0.7245775246392865,0.0002396791653934,0.0001788829387552,0.001219834854862,0.0081731988511321,0.0033398462925175,0.0001188377099951,0.0,0.0,0.0,1.2535266183198118e-06,0.0004719673456946,0.0027437841088759,0.0,0.0004534114756129,2.695143747783733e-05,0.0015216897179182
SAMN54927465,"NYC (Hospital D), NY",2025-09-16,7960856,136518313,936062,5224268,1215590,584936,108,35,0.7297208746413333,919143,5224202,1424,42697,913441,5152103,784,9893,3494,19509,16810,30,0,0,1,1,2173,10707,0,4139,733,2339,0.1175832047781817,0.6562441335537244,0.1526959205804848,0.073476741087609,1.35660944134433e-05,4.396734552041031e-06,0.1154579384418557,0.6562358430209345,0.0001788799616055,0.0053633781379541,0.114741686321343,0.6471791382208677,9.848139511498102e-05,0.0012427003328067,0.0004388907637921,0.0024506263293058,0.0021115746048068,3.768245806980413e-06,0.0,0.0,1.2563710576332585e-07,1.2555243069505825e-07,0.0002729576650173,0.0013449518831099,0.0,0.00051991884283,9.207519257017256e-05,0.0002938123270912
SAMN54927466,"NYC (Hospital D), NY",2025-09-30,7978752,185875452,317432,4873989,1568941,1218390,49,21,0.7635749936421322,309427,4873785,5692,279356,292063,4505414,885,4101,10787,84914,7956,179,0,0,0,4,797,5554,0,2093,1276,654,0.0397846827448748,0.6108704536623452,0.196640323612993,0.1527045399797869,6.141298242743999e-06,2.6317864261357815e-06,0.0387813961933644,0.6108448860413298,0.0007133919328802,0.035012502791725,0.0366051203243539,0.5646759233817558,0.0001109204460732,0.0005139902342551,0.001351963490057,0.0106424696335938,0.0009971452532676,2.2434441467201255e-05,0.0,0.0,0.0,5.0139312204373e-07,9.988991937488188e-05,0.0006960953364655,0.0,0.0002623216288655,0.0001599246243339,8.196598551430451e-05
SAMN54927467,"NYC (Hospital D), NY",2025-10-14,7919095,133736821,560385,4796298,2121598,440814,405,125,0.6613274562403111,351018,4794140,4477,128818,333597,4620955,1523,3138,11421,41229,208961,2027,0,0,1,6,11757,185930,0,131806,15634,20417,0.0707636277791325,0.6056624818877682,0.2679089159805563,0.055664974352543,5.1144827213152466e-05,1.57851942854153e-05,0.0443255673979963,0.6053899811340786,0.000565335938727,0.0162667112055962,0.042125709290001,0.5835207488617429,0.0001923163862255,0.0003962534502174,0.0014422057830426,0.0052062676165219,0.0263867892112798,0.000255957864271,0.0,0.0,1.2634264327003062e-07,7.576951330303068e-07,0.0014846233454698,0.023478516797612,0.0,0.016643924934914,0.0019742226980366,0.002578186907668
SAMN54927468,"NYC (Hospital D), NY",2025-10-21,7989085,162948383,363437,7025990,593843,5815,234,34,0.8801767552781912,308153,7025827,180,976,306757,7023983,238,470,978,398,55050,129,0,0,0,0,2269,3736,0,361,180,175,0.0454916080070309,0.8794488838147481,0.0743316367147778,0.0007278714634432,2.92906507340695e-05,4.2557158760183605e-06,0.0385716925298562,0.8794284814950143,2.2531097672384217e-05,0.0001221675351948,0.0383969545035343,0.8791976657398897,2.979096261552725e-05,5.8830145232213765e-05,0.0001224159660339,4.9818074697582744e-05,0.0068906248264406,1.6146603857737737e-05,0.0,0.0,0.0,0.0,0.000284013370182,0.0004676384895453,0.0,4.518726220609152e-05,2.2530269488873507e-05,2.190500323371349e-05
